0	41.1689665	-8.6444747
1	41.1658735	-8.6444774
2	41.1670798	-8.6424338
3	41.1673856	-8.642543
4	41.1669776	-8.6417132
5	41.1676312	-8.6424866
6	41.165812	-8.643926
7	41.1659814	-8.640505
8	41.1686595	-8.6399734
9	41.168347	-8.6420446
10	41.1681972	-8.6432478
11	41.1738966	-8.6182415
12	41.1738464	-8.6191559
13	41.1743231	-8.6112907
14	41.171427	-8.5980745
15	41.1712801	-8.5970031
16	41.1712331	-8.5937028
17	41.1731101	-8.5947195
18	41.1734158	-8.5947981
19	41.1720913	-8.5953322
20	41.1717841	-8.5970968
21	41.1158979	-8.6285974
22	41.1179407	-8.6323705
23	41.1840589	-8.5937868
24	41.1820933	-8.593662
25	41.1807675	-8.593171
26	41.1809453	-8.5934728
27	41.180349	-8.5920399
28	41.179984	-8.5930012
29	41.1802377	-8.5912588
30	41.1828871	-8.5931847
31	41.1817809	-8.6223813
32	41.1800724	-8.6245912
33	41.1817841	-8.6193071
34	41.1816016	-8.6211293
35	41.1804513	-8.6220852
36	41.1806071	-8.6217784
37	41.1798037	-8.6257879
38	41.1798161	-8.6239494
39	41.1798137	-8.622421
40	41.1802837	-8.6227193
41	41.1656581	-8.6405031
42	41.1494225	-8.6112132
43	41.1487987	-8.6121351
44	41.1499789	-8.6131423
45	41.1499245	-8.6148131
46	41.1499575	-8.6140445
47	41.1482599	-8.614397
48	41.1475478	-8.6133682
49	41.1482774	-8.613128
50	41.1516589	-8.6213169
51	41.1506915	-8.6231555
52	41.1477096	-8.6201438
53	41.150226	-8.6230616
54	41.1515817	-8.6176339
55	41.1507146	-8.6210934
56	41.1537484	-8.613284
57	41.153597	-8.6119957
58	41.1552341	-8.6190976
59	41.1541647	-8.6133303
60	41.1528719	-8.6135935
61	41.1524943	-8.6180651
62	41.1551988	-8.6188807
63	41.1550148	-8.619042
64	41.1526018	-8.620778
65	41.1529176	-8.6240719
66	41.1531926	-8.6245074
67	41.1474381	-8.6160919
68	41.1479648	-8.6159944
69	41.1552822	-8.6133173
70	41.1565374	-8.6207885
71	41.1552217	-8.611936
72	41.1566275	-8.6119032
73	41.152994	-8.6120177
74	41.1518487	-8.6101425
75	41.148378	-8.5985629
76	41.1486904	-8.600589
77	41.1525979	-8.6080224
